기관코드,병원명,등급,위도,경도,주소,전화,시도,시군구,좌표결측
A1200007,비에이치에스한서병원,지역응급의료센터,35.1610460623,129.1128811328,부산광역시 수영구 수영로 615 (광안동),051-998-1119,부산광역시,수영구,False
A1200008,의료법인 은성의료재단 좋은강안병원,지역응급의료기관,35.15015905669445,129.11072434834875,부산광역시 수영구 수영로 493 (남천동),051-610-9119,부산광역시,수영구,False
A1200009,의료법인 광혜의료재단 광혜병원,지역응급의료기관,35.207033333333335,129.07113611111112,"부산광역시 동래구 충렬대로 96 (온천동, 광혜병원)",051-504-2119,부산광역시,동래구,False
A1200011,동래봉생병원,지역응급의료기관,35.196946476325536,129.09616660778497,부산광역시 동래구 안연로109번길 27 (안락동),051-520-5700,부산광역시,동래구,False
A1200012,의료법인 행도의료재단 해동병원,지역응급의료기관,35.09194298219175,129.04386428258525,부산광역시 영도구 태종로 133 (봉래동3가),051-410-6688,부산광역시,영도구,False
A1200013,부산성모병원(재단법인 천주교부산교구유지재단),지역응급의료기관,35.110457328247016,129.10919202844133,부산광역시 남구 용호로232번길 25-14 (용호동),051-933-7119,부산광역시,남구,False
A1200014,영도병원,지역응급의료기관,35.09227119620571,129.04053714557975,부산광역시 영도구 태종로 85 (대교동2가),051-419-7575,부산광역시,영도구,False
A1200015,동남권원자력의학원원자력병원,지역응급의료기관,35.3218426986741,129.2443306989,부산광역시 기장군 장안읍 좌동길 40,051-720-5911,부산광역시,기장군,False
A1200016,한국보훈복지의료공단 부산보훈병원,지역응급의료기관,35.15333436517864,129.00656514354415,부산광역시 사상구 백양대로 420 (주례동),051-601-6183,부산광역시,사상구,False
A1200017,의료법인정화의료재단 봉생기념병원,지역응급의료기관,35.13085783627095,129.0505708823645,"부산광역시 동구 중앙대로 401 (좌천동, 봉생병원)",051-664-4119,부산광역시,동구,False
A1200018,대동병원,지역응급의료센터,35.204273174435535,129.08021549527504,부산광역시 동래구 충렬대로 187 (명륜동),051-550-9391,부산광역시,동래구,False
A1200019,학교법인)동의병원,지역응급의료기관,35.169922174960384,129.0767443760438,"부산광역시 부산진구 양정로 62, 지상2ㆍ3ㆍ10층 각 일부/ 지하1ㆍ지상1ㆍ지상4~지상8층 전층 (양정동)",051-850-8777,부산광역시,부산진구,False
A1200020,의료법인 온그룹의료재단 온병원,지역응급의료센터,35.15787735996765,129.04998435792845,"부산광역시 부산진구 가야대로 719, ,767,721,본관 지하3~11층 전부,12층 일부,13~14층 전부,15층 일부,신관 1층, 9층 일부 (당감동)",051-607-0139,부산광역시,부산진구,False
A1200021,삼육부산병원,지역응급의료기관,35.11177720675051,129.01074979097717,부산광역시 서구 대티로 170 (서대신동2가),051-600-7750,부산광역시,서구,False
A1200022,인제대학교 해운대백병원,권역응급의료센터,35.17334313589264,129.182181239924,부산광역시 해운대구 해운대로 875 (좌동),051-797-0135,부산광역시,해운대구,False
A1200023,재단법인천주교부산교구유지재단 메리놀병원,지역응급의료기관,35.107580971280804,129.03246380102908,부산광역시 중구 중구로 121 (대청동4가),051-461-2300,부산광역시,중구,False
A1200024,부산광역시의료원,지역응급의료기관,35.187312651309654,129.05917919433944,"부산광역시 연제구 월드컵대로 359 (거제동, 1동, 5동일부)",051-607-2140,부산광역시,연제구,False
A1200025,춘해보건대학교병원,지역응급의료기관,35.147036979509224,129.05854773411613,"부산광역시 부산진구 중앙대로 605, 지상1층~지상9층 (범천동)",051-608-0119,부산광역시,부산진구,False
A1200026,좋은문화병원,지역응급의료기관,35.1407239889452,129.05906375734872,부산광역시 동구 범일로 119 (범일동),051-630-0909,부산광역시,동구,False
A1200027,재단법인일신기독교선교회 일신기독병원,응급실운영신고기관,35.13550455261155,129.0545970475024,부산광역시 동구 정공단로 27 (좌천동),051-630-0415,부산광역시,동구,False
A1200028,(의)서일의료재단기장병원,지역응급의료기관,35.23602946449906,129.21649161387128,부산광역시 기장군 기장읍 대청로72번길 6,051-723-2119,부산광역시,기장군,False
A1200045,구포성심병원,지역응급의료기관,35.20971002878793,129.0047510374652,부산광역시 북구 낙동대로 1786 (구포동),051-330-2090,부산광역시,북구,False
A1200048,효성시티병원,응급실운영신고기관,35.18541271514478,129.12145899191526,부산광역시 해운대구 해운대로 135 (재송동),051-709-3119,부산광역시,해운대구,False
A1200081,의료법인 라움의료재단 세웅병원,응급실운영신고기관,35.214424760113644,129.10408278932294,부산광역시 금정구 서동로 162 (서동),051-500-9671,부산광역시,금정구,False
A1200089,큐병원,응급실운영신고기관,35.1038694656409,128.973885469813,부산광역시 사하구 낙동대로 408 (당리동),051-207-4044,부산광역시,사하구,False
A1200098,의료법인 센텀의료재단 센텀종합병원,지역응급의료기관,35.16637129021226,129.11466833709284,부산광역시 수영구 수영로679번길 8 (광안동),051-750-5119,부산광역시,수영구,False
A1200101,의료법인센텀의료재단 서부산센텀병원,응급실운영신고기관,35.1611949258804,128.98454762202408,부산광역시 사상구 새벽로 226 (괘법동),051-329-3119,부산광역시,사상구,False
A1200110,재단법인 베스티안재단 베스티안부산병원,응급실운영신고기관,35.235586741528486,129.00862669149657,부산광역시 북구 화명대로 1 (화명동),051-332-7573,부산광역시,북구,False
A1200111,세일병원,응급실운영신고기관,35.12484866424028,129.0445941872797,"부산광역시 동구 중앙대로 317 (초량동, 세일병원)",051-460-5277,부산광역시,동구,False
A1205143,의료법인 인당의료재단 해운대부민병원,지역응급의료기관,35.16142040775608,129.1556561002225,"부산광역시 해운대구 해운대로 584, 해운대 부민병원 지하4~지상13층 (우동)",051-602-8119,부산광역시,해운대구,False
A1206845,빌리브세웅병원,응급실운영신고기관,35.195932829913,129.108211921917,부산광역시 동래구 충렬대로 455 (안락동),051-500-1119,부산광역시,동래구,False
A1207152,비에스길종합병원,응급실운영신고기관,35.1825250869856,129.078426667768,"부산광역시 연제구 중앙대로 1055, 지하3층~지하1층 일부, 지상1층 일부, 지상4층~14층 (연산동)",051-861-1119,부산광역시,연제구,False
A1300001,영남대학교병원,권역응급의료센터,35.84750592025217,128.58513118547506,대구광역시 남구 현충로 170 (대명동),053-620-3177,대구광역시,남구,False
A1300002,경북대학교병원,권역응급의료센터,35.866235497221616,128.60431466100363,"대구광역시 중구 동덕로 130 (삼덕동2가, 경북대학교병원)",053-200-5100,대구광역시,중구,False
A1300003,계명대학교동산병원,지역응급의료센터,35.85388728949212,128.48012966656532,대구광역시 달서구 달구벌대로 1035 (신당동),053-258-6301,대구광역시,달서구,False
A1300004,대구가톨릭대학교병원,지역응급의료센터,35.843065593522674,128.56742621424615,대구광역시 남구 두류공원로17길 33 (대명동),053-650-3000,대구광역시,남구,False
A1300005,대구가톨릭대학교칠곡가톨릭병원,지역응급의료기관,35.934879518784534,128.54925198548904,대구광역시 북구 칠곡중앙대로 440 (읍내동),053-320-2111,대구광역시,북구,False
A1300006,의료법인구의료재단구병원,지역응급의료기관,35.85082313699737,128.54148303217696,대구광역시 달서구 감삼북길 141 (감삼동),053-557-7119,대구광역시,달서구,False
A1300007,대구의료원,지역응급의료기관,35.859623434747526,128.5405609266984,대구광역시 서구 평리로 157 (중리동),053-560-7288,대구광역시,서구,False
A1300008,곽병원,지역응급의료기관,35.870693147975665,128.58872807724623,대구광역시 중구 국채보상로 531 (수동),053-605-3333,대구광역시,중구,False
A1300009,대구파티마병원,지역응급의료센터,35.88393360650045,128.62383509209542,대구광역시 동구 아양로 99 (신암동),053-940-7119,대구광역시,동구,False
A1300010,칠곡경북대학교병원,지역응급의료센터,35.9560830613237,128.564408469835,"대구광역시 북구 호국로 807, 칠곡경북대학교병원(임상실습동 1~11층 포함) (학정동)",053-200-2100,대구광역시,북구,False
A1300011,한국보훈복지의료공단대구보훈병원,지역응급의료기관,35.80313747018647,128.55164640976287,대구광역시 달서구 월곡로 60 (도원동),053-630-7014,대구광역시,달서구,False
A1300018,강남종합병원,지역응급의료기관,35.88300855242191,128.66345602650745,"대구광역시 동구 동촌로 207, 강남병원 (방촌동)",053-980-9018,대구광역시,동구,False
A1300033,의료법인백천의료재단바로본병원,응급실운영신고기관,35.86845464452633,128.61518371219722,대구광역시 동구 국채보상로 769 (신천동),053-721-8549,대구광역시,동구,False
A1300034,드림종합병원,지역응급의료기관,35.8396345121582,128.5743546304414,대구광역시 남구 대명로 153 (대명동),053-640-8575,대구광역시,남구,False
A1300038,나사렛종합병원,지역응급의료기관,35.8147002604042,128.525094795643,"대구광역시 달서구 월배로 97, 나사렛병원 (진천동)",053-643-3119,대구광역시,달서구,False
A1300045,삼일병원,지역응급의료기관,35.8327479530047,128.5538551132049,"대구광역시 달서구 월배로 436, 지하1,지상1~11층 (송현동)",053-659-3119,대구광역시,달서구,False
A1300063,MS재건병원,응급실운영신고기관,35.8718797254,128.6048934753,"대구광역시 중구 동덕로 194 (동인동1가, 동화빌딩)",053-653-0119,대구광역시,중구,False
A1300065,새동산병원,응급실운영신고기관,35.87244574101181,128.57238816897004,대구광역시 서구 국채보상로 379 (비산동),053-720-0365,대구광역시,서구,False
A1300076,대구굿모닝병원,지역응급의료기관,35.852967092432145,128.574066676267,"대구광역시 서구 달서로 42, 대구 굿모닝병원 지하2층~11층 (내당동)",053-620-9119,대구광역시,서구,False
A1300081,(재)미리내천주성삼성직수도회천주성삼병원,지역응급의료기관,35.84022544517349,128.70573339664242,"대구광역시 수성구 달구벌대로 3190 (신매동, 천주성삼병원)",053-790-0555,대구광역시,수성구,False
A1300110,더블유병원,지역응급의료기관,35.85264247289801,128.54496871658273,"대구광역시 달서구 달구벌대로 1632, 더블유병원 (감삼동)",053-550-5019,대구광역시,달서구,False
A1303386,계명대학교대구동산병원,지역응급의료기관,35.869459650891685,128.5829311080459,"대구광역시 중구 달성로 56, 계명대학교대구동산병원 (동산동)",053-250-8481,대구광역시,중구,False
A1303449,행복한병원,응급실운영신고기관,35.69330550768229,128.47043956090056,"대구광역시 달성군 유가읍 테크노순환로12길 4, 1층,4~6층(1층 사우나홀,113~117호,119~120호,405~407호,5층,601~607호",053-210-8082,대구광역시,달성군,False
A1303923,더필병원,응급실운영신고기관,35.8753003752946,128.555296900418,대구광역시 서구 서대구로 194 (평리동),053-241-4119,대구광역시,서구,False
A1304119,대구예스병원,응급실운영신고기관,35.8390085913899,128.578413878887,"대구광역시 남구 대명로 186, 지하1, 지상2~7층 (대명동)",053-264-9100,대구광역시,남구,False
A1400001,의료법인 길의료재단 길병원,권역응급의료센터,37.45208024654252,126.70916173607196,"인천광역시 남동구 남동대로774번길 21 (구월동, 가천대학교길병원)",032-460-3012,인천광역시,남동구,False
A1400002,인하대학교의과대학부속병원,권역응급의료센터,37.4584235016321,126.631868269228,"인천광역시 제물포구 인항로 27-0 (신흥동3가,인하대학병원)",032-890-2301,인천광역시,제물포구,False
A1400003,의료법인 루가의료재단 나은병원,지역응급의료센터,37.4890534064866,126.679450677348,"인천광역시 서해구 원적로 23 (가좌동, 원적로 27번길 11(가좌동))",032-584-4119,인천광역시,서해구,False
A1400004,현대유비스병원,지역응급의료기관,37.46174383349464,126.64314168953122,인천광역시 미추홀구 독배로 503 (숭의동),032-890-5582,인천광역시,미추홀구,False
A1400005,온누리병원,지역응급의료기관,37.60280557009656,126.65430866269227,인천광역시 검단구 완정로 199 (왕길동),032-568-9112,인천광역시,검단구,False
A1400007,의료법인 성수의료재단 인천백병원,지역응급의료기관,37.4772581429266,126.648504056866,인천광역시 제물포구 샛골로 214 (송림동),032-280-8119,인천광역시,제물포구,False
A1400008,(의)성세의료재단 뉴성민병원,지역응급의료기관,37.5089936801167,126.669478649026,인천광역시 서해구 신석로 70 (석남동 523-1번지)  (석남동),032-726-1119,인천광역시,서해구,False
A1400009,인천기독병원,지역응급의료기관,37.47122873588076,126.63208102847187,인천광역시 제물포구 답동로30번길 10 (율목동),032-270-8300,인천광역시,제물포구,False
A1400010,검단탑병원,지역응급의료센터,37.59241914491385,126.6710400927469,인천광역시 검단구 청마로19번길 5 (당하동),032-590-0077,인천광역시,검단구,False
A1400011,의료법인 나사렛의료재단 나사렛국제병원,지역응급의료센터,37.4079911136402,126.67046935782248,"인천광역시 연수구 먼우금로 98 (동춘동, 나사렛국제병원)",032-899-9699,인천광역시,연수구,False
A1400012,가톨릭대학교 인천성모병원,지역응급의료센터,37.4845586499062,126.724708130675,인천광역시 부평구 동수로 56 (부평동),032-280-6107,인천광역시,부평구,False
A1400013,안은의료재단 부평세림병원,지역응급의료센터,37.50684250997099,126.71994675790395,"인천광역시 부평구 부평대로 175 (청천동, 세림병원)",032-509-5777,인천광역시,부평구,False
A1400014,의료법인인성의료재단한림병원,지역응급의료센터,37.53218449100167,126.73435495537971,인천광역시 계양구 장제로 722 (작전동),032-540-9119,인천광역시,계양구,False
A1400015,가톨릭관동대학교국제성모병원,지역응급의료센터,37.54237265391807,126.6836048687878,"인천광역시 서구 심곡로100번길 25 (심곡동, 인천국제성모병원)",032-290-3065,인천광역시,서해구,False
A1400016,인천사랑병원,지역응급의료센터,37.4620681991805,126.680345104401,인천광역시 미추홀구 미추홀대로 726 (주안동),032-457-2119,인천광역시,미추홀구,False
A1400017,인천광역시의료원,지역응급의료기관,37.47884441174466,126.66861045817642,"인천광역시 제물포구 방축로 217 (송림동, 인천광역시 의료원)",032-580-6119,인천광역시,제물포구,False
A1400018,인천적십자병원,지역응급의료기관,37.41832023831759,126.6896583217111,"인천광역시 연수구 원인재로 263 (연수동, 인천적십자병원)",032-899-4119,인천광역시,연수구,False
